member_id,organization_id,branch_id,member_number,first_name,last_name,email,membership_status,segment,employment_status,city,state,postal_code,credit_score,risk_score,total_deposits,total_loans,total_relationship_value,annual_income,membership_date,created_at
aaec9199-5caf-4277-84fd-ce96026d39ca,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010090,George,Green,member10090@example.com,active,bronze,employed,Copperas Cove,TX,76522,604,73.6,24094.53,11964.65,36059.18,29041.84,1626587045000,1626590035000
b60f060f-bd67-4808-ad52-d5d9ea6e3e7f,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010091,Jonathan,Carter,member10091@example.com,active,new,self_employed,Belton,TX,76513,744,35.29,40333.55,33246.52,73580.07,67146.97,1696380229000,1696380461000
7abc848c-a0b4-4877-b821-362cffb2442c,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010092,Thomas,Davis,member10092@example.com,active,platinum,self_employed,Austin,TX,78701,828,8.4,306884.71,152639.39,459524.1,249297.97,1442519462000,1442522727000
0a682c63-b9f8-4e8b-9357-d4ff80d29ef9,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010093,Samantha,Mitchell,member10093@example.com,active,bronze,retired,Salado,TX,76571,615,78.42,49277.73,47944.82,97222.55,33961.99,1687556622000,1687558588000
cf62f06c-9c9c-4a63-8ce5-fa80c361474f,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010094,Shirley,Sanchez,member10094@example.com,active,silver,employed,Round Rock,TX,78664,685,17.78,43973.91,23338.44,67312.35,76506.82,1581579838000,1581581478000
092bf718-e907-4b27-83b8-59a082127c70,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010095,Jacob,Ramirez,member10095@example.com,active,new,student,Round Rock,TX,78664,645,46.83,20441.08,6228.85,26669.93,45214.77,1616221768000,1616224992000
86c29c39-e0bb-4cc1-a818-eb8bb26082a1,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010096,Scott,Rivera,member10096@example.com,active,silver,employed,Belton,TX,76513,691,30.45,4915.8,25284.8,30200.6,73768.79,1479687454000,1479688389000
428db281-aa1b-4bb6-8114-e17eb5715378,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010097,Ashley,Lewis,member10097@example.com,active,gold,employed,Round Rock,TX,78664,736,34.05,2314.42,53234.08,55548.5,92141.71,1757512486000,1757514425000
d50db426-87f6-495e-b270-fbd81417a651,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010098,Patricia,White,member10098@example.com,active,silver,employed,Harker Heights,TX,76548,677,48.94,38708.42,19406.51,58114.93,78152.61,1647366877000,1647370418000
ffb5ad1f-f001-42fc-b052-080029347c49,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010099,Sandra,Young,member10099@example.com,active,platinum,employed,Belton,TX,76513,778,10.55,162365.72,226176.81,388542.53,199686.77,1675238436000,1675241362000
a064139d-e9de-43ba-aa30-842af259ecac,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010100,Daniel,Torres,member10100@example.com,active,gold,employed,Killeen,TX,76541,772,0.95,45854.96,232318.44,278173.4,116258.97,1627986493000,1627987066000
6650022c-125c-4e33-a0e5-754fd511017b,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010101,Carol,Diaz,member10101@example.com,active,bronze,employed,Harker Heights,TX,76548,598,48.69,41068.29,34439.91,75508.2,47417.02,1751192068000,1751192909000
6854f231-032b-434d-b56f-c147a977f52d,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010102,Gary,Anderson,member10102@example.com,active,silver,retired,Belton,TX,76513,719,66.42,33749.39,46115.15,79864.54,81492.75,1756193245000,1756195170000
b00689e3-8105-46a8-9555-f27f9f9cd87e,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010103,William,Hall,member10103@example.com,inactive,bronze,employed,Round Rock,TX,78664,637,61.89,21833.98,37041.25,58875.23,31615.02,1459538916000,1459539633000
28b7a498-cc6a-48bb-a3ed-0fd6757a541d,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010104,Amy,Lee,member10104@example.com,pending,silver,employed,Temple,TX,76501,641,29.43,48418.1,26197.6,74615.7,50974.56,1552442239000,1552445582000
c495233d-a6c7-4ddf-803e-e54a68e2a6b8,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010105,Mary,Rodriguez,member10105@example.com,inactive,bronze,employed,Round Rock,TX,78664,651,2.98,15775.23,3518.86,19294.09,28066.5,1693818467000,1693821498000
37a52fa6-9763-43db-a0e0-c6ae636006f0,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010106,Paul,White,member10106@example.com,active,bronze,employed,Temple,TX,76501,585,45.94,33396.53,19978.94,53375.47,44192.46,1725537866000,1725539131000
339a00e4-7860-44d9-96f6-77e9f3f5e49c,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010107,Christine,Hernandez,member10107@example.com,active,bronze,employed,Temple,TX,76501,636,43.17,5511.22,26812.52,32323.74,44950.09,1717963085000,1717964553000
22aeae47-c2aa-4598-b2ac-e90cc136843b,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010108,Paul,Carter,member10108@example.com,active,silver,employed,Belton,TX,76513,715,75.74,17512.33,5126.12,22638.45,64290.57,1412851082000,1412853707000
4d3c3f80-4b58-4d44-b47c-9e3163d7c949,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010109,George,Martinez,member10109@example.com,active,bronze,self_employed,Harker Heights,TX,76548,633,56.98,39285.48,48518.54,87804.02,54745.87,1754360210000,1754362451000
d86f2c78-283c-4f4f-b717-3b9fe2361bb8,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010110,Jeffrey,Torres,member10110@example.com,active,bronze,employed,Belton,TX,76513,659,31.84,9379.0,40744.76,50123.76,40512.72,1618557662000,1618557834000
5422bc95-5bfa-4366-8aac-ebc9894a599e,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010111,Ashley,Lopez,member10111@example.com,active,silver,employed,Temple,TX,76501,690,65.13,10160.86,19027.9,29188.76,46321.4,1756308180000,1756309052000
6ad93e3f-af17-4f2a-b22e-b5ce9860a051,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010112,Linda,Carter,member10112@example.com,active,silver,retired,Temple,TX,76501,671,70.6,4455.81,43242.39,47698.2,68488.11,1538896844000,1538896912000
6419aee2-8874-4e57-94d6-b07909542afa,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010113,Sharon,Nelson,member10113@example.com,active,gold,employed,Harker Heights,TX,76548,713,26.14,9722.67,326820.98,336543.65,81694.16,1641049094000,1641051323000
8d1eb4b8-9e69-43b2-8580-ea99e9e6079a,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010114,Mark,Turner,member10114@example.com,active,silver,retired,Salado,TX,76571,668,28.65,27570.08,35754.6,63324.68,74365.24,1596738106000,1596741641000
55226154-6d08-4dbc-a566-0631275c302e,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010115,Charles,Davis,member10115@example.com,active,bronze,employed,Round Rock,TX,78664,635,10.17,22399.54,37605.69,60005.23,28401.95,1482687523000,1482688111000
ca77c0c1-04c2-44d8-af64-0ac111960e65,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010116,Melissa,Torres,member10116@example.com,active,gold,student,Georgetown,TX,78626,740,40.86,33111.82,306084.87,339196.69,153017.97,1622474625000,1622476639000
de41fc78-4f5a-4149-9c86-21f2690b3345,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010117,Donna,Lee,member10117@example.com,active,silver,employed,Harker Heights,TX,76548,694,65.12,14182.26,45594.29,59776.55,66919.98,1661429880000,1661433124000
e18fc6f1-3d45-494d-8ac1-51a0490c9d88,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010118,Michael,Mitchell,member10118@example.com,active,new,employed,Belton,TX,76513,629,60.1,19586.98,3430.1,23017.08,55998.81,1649071859000,1649074897000
205ec6c3-3d22-4380-b8d2-3334436760cf,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010119,Andrew,Gomez,member10119@example.com,pending,bronze,retired,Temple,TX,76501,624,13.37,4318.19,9172.81,13491.0,52619.22,1735279434000,1735279892000
b23d3db9-f338-4b6d-b0b2-6966f2e63345,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010120,Brandon,Johnson,member10120@example.com,active,silver,student,Belton,TX,76513,715,49.03,42155.71,18999.99,61155.7,87948.49,1729858855000,1729861745000
09bea44e-4d50-4164-9d85-e48ef02ad7e9,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010121,Edward,Mitchell,member10121@example.com,active,new,employed,Waco,TX,76701,689,5.0,27159.27,43000.95,70160.22,47630.87,1609567487000,1609568256000
138e0869-0a33-4de8-aecc-abcddd8ae279,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010122,Steven,Carter,member10122@example.com,active,new,self_employed,Belton,TX,76513,655,39.14,17192.23,1178.12,18370.35,76390.79,1668899979000,1668900598000
fb7fc1f4-2e96-4e06-b1ef-e08ce778c100,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010123,Karen,Scott,member10123@example.com,active,new,student,Temple,TX,76501,687,37.87,24374.33,1333.7,25708.03,48451.03,1584923936000,1584926062000
9c20e812-bef5-4256-9b3b-75070bf9b13e,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010124,Jessica,Green,member10124@example.com,active,bronze,employed,Killeen,TX,76541,600,59.75,7693.17,38426.15,46119.32,38680.96,1761943614000,1761944619000
9f38dbe7-78c5-48de-9b56-7a9ab377a199,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010125,Sandra,Mitchell,member10125@example.com,active,gold,employed,Belton,TX,76513,767,14.38,27160.11,139409.02,166569.13,90521.27,1563726347000,1563728007000
f9e93ad1-dd08-459e-856c-8de7b28c37a0,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010126,Jennifer,Turner,member10126@example.com,active,bronze,employed,Belton,TX,76513,658,32.21,2412.73,12695.92,15108.65,42520.52,1763660311000,1763661156000
6c9f470c-d72a-41b8-bb96-6cd8fb133eea,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010127,Christopher,White,member10127@example.com,inactive,silver,employed,Belton,TX,76513,694,22.68,21007.85,1075.11,22082.96,97995.76,1466898694000,1466898713000
1c045430-92ef-414f-b40f-adef581d0435,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010128,Rebecca,Hill,member10128@example.com,active,silver,retired,Waco,TX,76701,689,44.26,33648.16,6282.48,39930.64,69536.03,1765625158000,1765627466000
8218d0b5-7d2e-4512-95e9-566d8ac08a9d,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010129,Emma,Flores,member10129@example.com,active,silver,self_employed,Georgetown,TX,78626,678,17.85,18871.03,12797.39,31668.42,81825.13,1728959913000,1728960965000
9fe4d2b1-22eb-4268-9796-f661ece4fe2c,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010130,Samantha,Hill,member10130@example.com,active,gold,student,Belton,TX,76513,774,44.89,8048.7,23193.03,31241.73,118790.46,1538283973000,1538285740000
f73534f6-a58f-4773-b335-cb7fae377f67,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010131,Jennifer,Garcia,member10131@example.com,pending,silver,retired,Belton,TX,76513,702,4.14,47931.88,24570.28,72502.16,69246.49,1587241029000,1587244346000
7e571c08-1822-4c90-b248-fd4e41805dee,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010132,Ashley,Martin,member10132@example.com,active,bronze,student,Belton,TX,76513,631,34.9,38848.45,27133.5,65981.95,30312.46,1391419753000,1391420686000
f09d1d22-19fc-4c12-9719-3afdbd6a949d,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010133,Steven,Harris,member10133@example.com,active,silver,employed,Killeen,TX,76541,710,7.85,6150.8,29124.91,35275.71,96664.7,1624628796000,1624632056000
ac234944-2263-4152-a8b9-31d6b8975434,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010134,Mary,Clark,member10134@example.com,pending,bronze,self_employed,Round Rock,TX,78664,587,57.13,3180.66,6501.3,9681.96,37061.0,1688628725000,1688631176000
330c75c6-dd3a-4621-a4c1-d557d0cfa354,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010135,Gary,Scott,member10135@example.com,active,bronze,retired,Round Rock,TX,78664,625,35.54,15843.84,20232.47,36076.31,40433.72,1489089225000,1489090705000
afe28145-6c0c-41e8-a828-8fd50ba6a109,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010136,George,White,member10136@example.com,active,new,employed,Round Rock,TX,78664,720,55.06,42050.82,33869.35,75920.17,51799.98,1580532258000,1580534560000
dcfc3f5c-b5da-45dd-bc30-88e343b41f9e,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010137,Jacob,Scott,member10137@example.com,active,new,retired,Killeen,TX,76541,636,16.95,5620.92,40864.52,46485.44,58896.76,1469115704000,1469116586000
9cb2276a-815e-4a3b-b8f1-9e6069b5d260,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010138,Gregory,Sanchez,member10138@example.com,active,bronze,self_employed,Austin,TX,78701,633,26.23,28805.47,2296.08,31101.55,30085.96,1755662985000,1755664572000
01fab41b-541d-4a6a-85a7-0de6d7765ccd,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010139,Amy,Phillips,member10139@example.com,active,bronze,employed,Waco,TX,76701,616,36.29,14073.99,33615.63,47689.62,37976.05,1629536793000,1629540078000
fa7ad188-568a-464b-9108-f22cd9367b4b,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010140,Gregory,Ramirez,member10140@example.com,active,gold,student,Austin,TX,78701,754,14.14,28427.92,292735.49,321163.41,157739.86,1581644751000,1581646358000
766d6bc5-7fb2-486c-bc59-53d70934a6b5,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010141,Matthew,Baker,member10141@example.com,active,silver,student,Killeen,TX,76541,682,38.52,13298.43,18575.84,31874.27,80765.34,1548714505000,1548717087000
562559e8-de6c-4db4-96e5-5b7a2ce7b266,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010142,Kimberly,Hall,member10142@example.com,pending,silver,employed,Belton,TX,76513,714,31.57,35724.35,33761.48,69485.83,55354.21,1767609969000,1767611284000
63bdc4d1-629d-48c0-9dfe-1554136d6fc5,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010143,Katherine,Rivera,member10143@example.com,active,new,retired,Copperas Cove,TX,76522,705,24.28,29834.91,40357.73,70192.64,30555.2,1764849010000,1764851004000
f11492f8-baf4-4db6-91a9-4acab568850e,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010144,Brenda,Smith,member10144@example.com,pending,gold,employed,Salado,TX,76571,744,43.51,13987.61,121162.44,135150.05,103287.68,1538489390000,1538492679000
5f25367b-9069-4d4a-ab02-d7aa4e3d7512,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010145,Laura,Rivera,member10145@example.com,active,bronze,employed,Round Rock,TX,78664,660,63.05,1217.52,22710.64,23928.16,31254.94,1537431676000,1537433955000
b8e8eaeb-f51c-4ffb-83ff-5a2422be5029,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010146,James,Flores,member10146@example.com,active,silver,employed,Austin,TX,78701,650,63.58,10033.31,35182.52,45215.83,91090.2,1391328942000,1391332368000
8abf691f-b81a-47dd-914c-0440484e0fb6,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010147,Gary,Mitchell,member10147@example.com,active,bronze,employed,Austin,TX,78701,587,41.55,8367.98,29596.05,37964.03,29947.85,1583514850000,1583516506000
e850b20c-fd81-4845-af18-2620ced4794d,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010148,Carol,Torres,member10148@example.com,active,gold,self_employed,Austin,TX,78701,725,30.57,20762.5,312799.24,333561.74,108623.31,1683540808000,1683541388000
44f7195f-a52a-4a1f-977a-c172a1695ea5,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010149,Carol,Martinez,member10149@example.com,active,silver,retired,Austin,TX,78701,642,14.4,25891.38,30217.05,56108.43,80708.08,1667770851000,1667770971000
ec443312-fa4c-4ecb-bb00-00e6196ac75d,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010150,David,King,member10150@example.com,active,silver,self_employed,Round Rock,TX,78664,698,24.05,23363.42,15780.93,39144.35,65631.5,1546566459000,1546566562000
dd1467ab-72f1-4223-82c5-61e5fcc51a5f,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010151,Katherine,Flores,member10151@example.com,active,silver,employed,Temple,TX,76501,665,17.19,31127.6,6296.32,37423.92,99234.63,1390424051000,1390426360000
2a151f03-ccb6-456e-a37c-c64ceb97bf87,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010152,Ashley,Williams,member10152@example.com,active,new,student,Austin,TX,78701,740,28.25,12719.11,28600.28,41319.39,34604.25,1607044192000,1607047229000
919b365b-4d33-4b36-a839-a75071585028,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010153,Kathleen,Gonzalez,member10153@example.com,active,bronze,employed,Temple,TX,76501,636,21.87,23464.46,48491.62,71956.08,41891.59,1666564744000,1666566011000
86b95680-c06c-41e1-b35c-b2dbfd3dcf79,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010154,Thomas,Miller,member10154@example.com,active,new,employed,Copperas Cove,TX,76522,634,64.99,22138.68,22840.23,44978.91,55358.03,1699498880000,1699500925000
0645d59d-dbe3-427d-a76c-b9c847e3de5b,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010155,Jeffrey,Martinez,member10155@example.com,active,silver,self_employed,Harker Heights,TX,76548,676,16.47,4665.46,45051.17,49716.63,66348.92,1406312549000,1406312590000
4d4b368a-957b-4ff6-84cb-bcebca4322aa,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010156,Barbara,Torres,member10156@example.com,active,new,employed,Round Rock,TX,78664,717,5.11,44735.37,9985.71,54721.08,78936.55,1445751195000,1445752652000
97829651-daf4-4b8a-8e79-79d3cd504082,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010157,Mark,Johnson,member10157@example.com,active,platinum,self_employed,Waco,TX,76701,799,35.67,233089.45,68652.44,301741.89,267568.74,1615714470000,1615716781000
ebb6f42c-2f2a-43a3-9ee4-bb6e8becc6d6,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010158,Stephen,Rodriguez,member10158@example.com,active,gold,employed,Round Rock,TX,78664,752,7.71,19473.74,60168.82,79642.56,139705.21,1718513836000,1718516489000
eb74545c-627f-48f7-a852-79c7f6e1861d,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010159,Carol,Gomez,member10159@example.com,pending,silver,employed,Round Rock,TX,78664,647,54.32,37250.72,825.41,38076.13,50540.38,1471520383000,1471521352000
8706d701-0798-4a82-b0b2-22eeccab672d,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010160,Michael,Walker,member10160@example.com,active,bronze,student,Temple,TX,76501,622,20.5,32916.68,18835.37,51752.05,31374.43,1536517577000,1536517994000
04f9f8b8-4916-4735-842d-dd11b6410c9e,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010161,Linda,Hall,member10161@example.com,inactive,bronze,employed,Georgetown,TX,78626,584,16.62,41362.34,27518.55,68880.89,32301.31,1755619805000,1755620820000
a30cca61-6c1e-4510-b91f-f96ec0e3300e,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010162,Laura,Carter,member10162@example.com,active,silver,employed,Harker Heights,TX,76548,671,33.11,36932.7,27843.72,64776.42,96740.31,1678405006000,1678406304000
44ca77ed-7825-49b2-af3e-cdd8329322da,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010163,Timothy,Thompson,member10163@example.com,active,bronze,student,Harker Heights,TX,76548,616,3.85,11074.76,807.42,11882.18,38078.84,1581613508000,1581613599000
6dcda2a2-7f89-45a5-bfb6-c5880053843c,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010164,Brian,Gonzalez,member10164@example.com,active,silver,student,Georgetown,TX,78626,640,42.78,28158.53,27217.26,55375.79,90455.24,1448604862000,1448608268000
a17873ce-8d53-4568-bb6d-4f51da1858db,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010165,Lisa,Lewis,member10165@example.com,active,bronze,retired,Austin,TX,78701,635,26.26,12937.91,41095.24,54033.15,51982.85,1666898258000,1666901291000
cd78bff3-141c-44fc-983e-bf977d0742a6,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010166,Gregory,Thompson,member10166@example.com,active,bronze,self_employed,Georgetown,TX,78626,641,31.97,27880.37,27672.17,55552.54,30002.06,1404121544000,1404122883000
3ca65b6f-67cc-4070-87e6-fe8950068075,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010167,Ryan,Williams,member10167@example.com,active,bronze,self_employed,Harker Heights,TX,76548,624,31.35,17106.74,45637.01,62743.75,28013.6,1452382456000,1452384324000
519a8d67-d2e4-480d-9f85-2541a4790d03,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010168,Andrew,Nguyen,member10168@example.com,active,gold,employed,Round Rock,TX,78664,758,14.87,8422.1,357544.59,365966.69,147318.95,1610814706000,1610814731000
381bfd46-83c8-409a-b9c2-6aa1ac96efd8,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010169,Susan,Green,member10169@example.com,active,bronze,self_employed,Harker Heights,TX,76548,595,25.21,18511.49,42214.3,60725.79,52767.5,1621061313000,1621063800000
e6e5b69e-8ebe-4928-8de3-bfd2866e699f,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010170,Justin,Wright,member10170@example.com,active,platinum,self_employed,Round Rock,TX,78664,788,25.12,235342.97,145342.38,380685.35,326651.83,1743574780000,1743575911000
ea9f2246-90e7-4f30-ae74-46e3a8f69507,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010171,Samantha,Hall,member10171@example.com,active,silver,self_employed,Waco,TX,76701,680,78.72,6120.09,11864.68,17984.77,85861.79,1488663904000,1488663999000
f364f7b3-6c75-4d22-b5fe-03e5667558e0,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010172,Mark,Baker,member10172@example.com,active,new,employed,Austin,TX,78701,670,66.56,2477.59,2869.6,5347.19,65804.93,1506014677000,1506016036000
4672d137-b1b1-4155-bb3f-30a6fc3c2b6d,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010173,Emma,White,member10173@example.com,active,new,employed,Salado,TX,76571,661,68.67,17579.15,19975.48,37554.63,51404.32,1642046331000,1642049032000
e352cff1-ee67-4fd8-90dc-92d34501882f,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010174,Rebecca,Lopez,member10174@example.com,active,silver,student,Harker Heights,TX,76548,715,44.12,29270.18,36346.17,65616.35,48626.36,1710412907000,1710413245000
666f0f18-dc98-4e45-8c5e-97109dc361ae,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010175,Dorothy,Nelson,member10175@example.com,active,bronze,employed,Georgetown,TX,78626,630,58.7,7337.97,36253.79,43591.76,37474.58,1594951415000,1594953683000
a39eeb5b-c95c-4f7c-8365-e690e198751f,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010176,Ronald,Rodriguez,member10176@example.com,active,new,employed,Waco,TX,76701,657,39.63,645.18,40712.59,41357.77,59281.61,1547302300000,1547305382000
a34cf681-1f43-4447-ad5a-0edca5bb5efa,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010177,Brian,Taylor,member10177@example.com,active,new,employed,Belton,TX,76513,749,63.1,25039.43,16475.5,41514.93,51637.14,1518086411000,1518089480000
587d3f3f-f1a4-4837-8a8a-a3e167e930c0,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010178,Debra,Williams,member10178@example.com,active,silver,student,Killeen,TX,76541,702,52.9,23016.77,32538.45,55555.22,77803.48,1507680643000,1507683791000
e534029a-9dab-40bb-8e9a-59b6b6b0a57e,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010179,William,Thomas,member10179@example.com,active,gold,employed,Round Rock,TX,78664,722,10.66,11226.61,173083.58,184310.19,96489.1,1406855585000,1406858018000
bdd140d6-1785-4acf-936c-ee15518cba8c,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010180,Brian,Rivera,member10180@example.com,active,gold,self_employed,Temple,TX,76501,718,38.0,24383.2,194099.9,218483.1,140991.33,1456806781000,1456806834000
